npc_begin	npc_id=20001	class_name=[LineageMonster.gremlin]	mesh_name=[LineageMonsters.gremlin_m00]	texture_name={[LineageMonstersTex.gremlin_t00]}	texture_name_second={}	property_list={4416;13}	npc_speed=1.0	unk={}	attack_sound1={[]}	defense_sound1={[MonSound.Hit_Wet_4];[MonSound.Hit_normal_3];[MonSound.Hit_Bone_8]}	damage_sound={[MonSound.gremlin_dmg_1];[MonSound.gremlin_dmg_2];[MonSound.gremlin_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20002	class_name=[LineageMonster.rabbit]	mesh_name=[LineageMonsters.rabbit_m00]	texture_name={[LineageMonstersTex.rabbit_t00]}	texture_name_second={}	property_list={4416;4}	npc_speed=1.0	unk={}	attack_sound1={[]}	defense_sound1={[MonSound.Hit_Normal_10];[MonSound.Hit_normal_3];[MonSound.Hit_Wet_1];[MonSound.Hit_Bone_2]}	damage_sound={[MonSound.rabbit_dmg_1];[MonSound.rabbit_dmg_2];[MonSound.rabbit_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20003	class_name=[LineageMonster.goblin]	mesh_name=[LineageMonsters.goblin_m00]	texture_name={[LineageMonstersTex.goblin_t00];[LineageMonstersTex.goblin_t01]}	texture_name_second={}	property_list={4416;6}	npc_speed=1.0	unk={}	attack_sound1={[ItemSound.club_1];[ItemSound.fist_2];[ItemSound.mace_3]}	defense_sound1={[MonSound.Hit_Wet_4];[ItemSound.armor_leather_7];[MonSound.Hit_Wet_3];[MonSound.Hit_Bone_6]}	damage_sound={[MonSound.goblin_dmg_1];[MonSound.goblin_dmg_2];[MonSound.goblin_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20004	class_name=[LineageMonster.imp]	mesh_name=[LineageMonsters.imp_m00]	texture_name={[LineageMonstersTex.imp_t00];[LineageMonstersTex.imp_t01]}	texture_name_second={}	property_list={4416;13;4281;1;4276;1}	npc_speed=1.0	unk={}	attack_sound1={[]}	defense_sound1={[MonSound.Hit_Wet_4];[MonSound.Hit_normal_3];[ItemSound.armor_leather_3];[ItemSound.armor_metal_alt_3];[MonSound.Hit_Bone_6]}	damage_sound={[MonSound.imp_dmg_1];[MonSound.imp_dmg_2];[MonSound.imp_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20005	class_name=[LineageMonster.imp]	mesh_name=[LineageMonsters.imp_m00]	texture_name={[LineageMonstersTex.imp_t00];[LineageMonstersTex.imp_t01]}	texture_name_second={}	property_list={4416;13;4410;12;4411;12;4412;10;4413;10;4281;1;4276;1}	npc_speed=1.0	unk={}	attack_sound1={[]}	defense_sound1={[MonSound.Hit_Wet_4];[MonSound.Hit_normal_3];[ItemSound.armor_leather_3];[ItemSound.armor_metal_alt_3];[MonSound.Hit_Bone_6]}	damage_sound={[MonSound.imp_dmg_1];[MonSound.imp_dmg_2];[MonSound.imp_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20006	class_name=[LineageMonster.orc_archer]	mesh_name=[LineageMonsters.orc_archer_m00]	texture_name={[LineageMonstersTex.orc_archer_t00];[LineageMonstersTex.orc_archer_t01]}	texture_name_second={}	property_list={4416;6}	npc_speed=1.0	unk={}	attack_sound1={[ItemSound.sword_big_9];[ItemSound.hammer_2];[ItemSound.sword_mid_3]}	defense_sound1={[MonSound.Hit_normal_3];[ItemSound.armor_leather_1];[MonSound.Hit_Normal_10]}	damage_sound={[MonSound.orc_archer_dmg_1];[MonSound.orc_archer_dmg_2];[MonSound.orc_archer_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20007	class_name=[LineageMonster.walking_fungus]	mesh_name=[LineageMonsters.walking_fungus_m00]	texture_name={[LineageMonstersTex.walking_fungus_t00]}	texture_name_second={}	property_list={4416;5;4410;12;4411;12;4412;10;4413;10;4279;1;4277;5}	npc_speed=1.0	unk={}	attack_sound1={[]}	defense_sound1={[MonSound.Hit_Wet_2];[MonSound.Hit_normal_12];[MonSound.Hit_Wet_5]}	damage_sound={[MonSound.walking_fungus_dmg_1];[MonSound.walking_fungus_dmg_2];[MonSound.walking_fungus_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20008	class_name=[LineageMonster.virud_lizardman]	mesh_name=[LineageMonsters.virud_lizardman_m00]	texture_name={[LineageMonstersTex.virud_lizardman_t00];[LineageMonstersTex.virud_lizardman_t01]}	texture_name_second={}	property_list={4416;6;4410;10;4411;10;4412;12;4413;12}	npc_speed=1.0	unk={}	attack_sound1={[ItemSound.sword_mid_9];[ItemSound.sword_big_2];[ItemSound.spear_4]}	defense_sound1={[MonSound.Hit_Shell_2];[MonSound.Hit_normal_3];[MonSound.Hit_Metal_Clang_1];[MonSound.Hit_Wet_1]}	damage_sound={[MonSound.v_lizard_dmg_1];[MonSound.v_lizard_dmg_2];[MonSound.v_lizard_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20009	class_name=[LineageMonster.orc]	mesh_name=[LineageMonsters.orc_m00]	texture_name={[LineageMonstersTex.orc_t00];[LineageMonstersTex.orc_t01]}	texture_name_second={}	property_list={4416;6}	npc_speed=1.0	unk={}	attack_sound1={[]}	defense_sound1={[MonSound.Hit_Shell_1];[MonSound.Hit_normal_3];[MonSound.Hit_Normal_4];[MonSound.Hit_Bone_5]}	damage_sound={[MonSound.orc_dmg_1];[MonSound.orc_dmg_2];[MonSound.orc_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20010	class_name=[LineageMonster.virud_lizardman]	mesh_name=[LineageMonsters.virud_lizardman_m00]	texture_name={[LineageMonstersTex.virud_lizardman_t00];[LineageMonstersTex.virud_lizardman_t01]}	texture_name_second={}	property_list={4416;6;4410;12;4411;12;4412;10;4413;10}	npc_speed=1.0	unk={}	attack_sound1={[ItemSound.sword_big_9];[ItemSound.sword_big_2];[ItemSound.spear_4]}	defense_sound1={[MonSound.Hit_Shell_2];[MonSound.Hit_normal_3];[MonSound.Hit_Metal_Clang_1];[MonSound.Hit_Wet_1]}	damage_sound={[MonSound.v_lizard_scout_dmg_1];[MonSound.v_lizard_scout_dmg_2];[MonSound.v_lizard_scout_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
npc_begin	npc_id=20011	class_name=[LineageMonster.orc_archer]	mesh_name=[LineageMonsters.orc_archer_m00]	texture_name={[LineageMonstersTex.orc_archer_t00];[LineageMonstersTex.orc_archer_t01]}	texture_name_second={}	property_list={4416;6}	npc_speed=1.0	unk={}	attack_sound1={[ItemSound.hammer_1];[ItemSound.spear_4];[ItemSound.sword_big_5]}	defense_sound1={[MonSound.Hit_normal_3];[ItemSound.armor_leather_1];[MonSound.Hit_Normal_10]}	damage_sound={[MonSound.orc_archer_dmg_1];[MonSound.orc_archer_dmg_2];[MonSound.orc_archer_dmg_3]}	deco_effect={}	unk1_cnt={0}	attack_effect=[LineageEffect.p_u002_a]	unknown_2=0	sound_vol=50.0	sound_radius=250.0	sound_random=70.0	quest_be=0	class_lim_?=1	npc_end
